Distance; Skill Score
365.3; 7.464
366.1; 7.484
371.5; 7.487
372.3; 7.509
378; 7.511
382.1; 7.537
383.7; 7.541
386.7; 7.561
391.8; 7.563
394.5; 7.57
394.9; 7.589
405.1; 7.593
408; 7.596
410.6; 7.597
411.1; 7.597
411.8; 7.606
413.8; 7.626
415.3; 7.641
420; 7.666
425.7; 7.671
427.1; 7.698
432.3; 7.726
445.8; 7.731
448.8; 7.744
456.7; 7.744
458.4; 7.756
459.9; 7.768
462.1; 7.772
462.5; 7.782
469.9; 7.804
471.8; 7.809
479.5; 7.817
481.9; 7.821
487; 7.827
490.5; 7.851
490.7; 7.856
493.5; 7.857
496.6; 7.881
501.7; 7.883
505.8; 7.887
514.5; 7.906
521.1; 7.922
523.8; 7.932
525.5; 7.934
528.6; 7.942
532.2; 7.951
532.6; 7.959
535.2; 7.966
540.6; 7.97
548.1; 7.994
562.6; 8.025
571.7; 8.029
577.3; 8.033
578.5; 8.067
592.3; 8.087
592.9; 8.089
593; 8.099
620.2; 8.101
621.7; 8.118
631.7; 8.125
642.5; 8.138
649.6; 8.145
653.5; 8.167
658.2; 8.175
678.5; 8.196
685.3; 8.22
708.1; 8.228
714.8; 8.266
737.7; 8.294
755.1; 8.296
772.6; 8.324
779.9; 8.336
797; 8.347
805.6; 8.358
841.7; 8.366
855.5; 8.375
865.2; 8.399
871; 8.43
930.7; 8.436
955.9; 8.441
962.4; 8.462
965.5; 8.516
984.4; 8.558
1015; 8.597
1130; 8.613
